iter	Logloss
287	0.3109383453
288	0.3108932603
289	0.310867171
290	0.3108355873
291	0.3107976908
292	0.3107673204
293	0.3107336906
294	0.3106937085
295	0.3106624544
296	0.3106279442
297	0.3106045932
298	0.3105825593
299	0.310562863
300	0.3105313909
301	0.3105002997
302	0.3104700267
303	0.3104393544
304	0.3104182303
305	0.3103895941
306	0.3103537644
307	0.3103232049
308	0.3102919102
309	0.3102624786
310	0.3102353371
311	0.3102049053
312	0.3101668667
313	0.3101316734
314	0.3101130579
315	0.310079677
316	0.310050504
317	0.3100248452
318	0.3099969795
319	0.3099732583
320	0.3099482843
321	0.309916112
322	0.3098859793
323	0.3098525129
324	0.3098294697
325	0.3098070976
326	0.3097704026
327	0.3097519901
328	0.3097200169
329	0.3096810204
330	0.3096656922
331	0.3096290393
332	0.3096050596
333	0.3095743115
334	0.3095521445
335	0.3095314222
336	0.3095032119
337	0.3094723378
338	0.3094424709
339	0.3094053766
340	0.3093794194
341	0.3093528072
342	0.3093262403
343	0.3092987107
344	0.3092659746
345	0.3092411136
346	0.3092117678
347	0.3091789314
348	0.3091475487
349	0.3091148461
350	0.3090938381
351	0.309068447
352	0.3090408135
353	0.3090152273
354	0.3089796312
355	0.3089506099
356	0.308917662
357	0.3088933606
358	0.3088691935
359	0.3088368707
360	0.308805716
361	0.3087786473
362	0.3087463583
363	0.3087166541
364	0.308687258
365	0.3086722713
366	0.3086559518
367	0.3086224477
368	0.3086027006
369	0.3085843689
370	0.3085484167
371	0.3085201151
372	0.3084856687
373	0.3084505545
374	0.3084274037
375	0.3084012773
376	0.3083774102
377	0.3083582958
378	0.3083317511
379	0.3082948454
380	0.3082679986
381	0.3082409892
382	0.3082193566
383	0.3081989616
384	0.308176445
385	0.3081532808
386	0.3081269864
387	0.3081009081
388	0.30807464
389	0.3080401853
390	0.3080233061
391	0.308008082
392	0.3079845701
393	0.3079621475
394	0.3079359952
395	0.3079158404
396	0.3078756606
397	0.307846838
398	0.307826817
399	0.3078056705
400	0.3077856974
401	0.3077640175
402	0.3077308104
403	0.307703769
404	0.3076815858
405	0.3076590554
406	0.3076341718
407	0.3076060037
408	0.3075695979
409	0.3075440748
410	0.3075211521
411	0.3074943365
412	0.3074667784
413	0.3074423259
414	0.3074265442
415	0.3074048946
416	0.3073822711
417	0.3073544007
418	0.3073295386
419	0.307303788
420	0.3072737461
421	0.3072471542
422	0.3072300304
423	0.3072091756
424	0.3071851972
425	0.3071645579
426	0.3071347357
427	0.307107263
428	0.3070780789
429	0.3070499534
430	0.3070224882
431	0.3069974436
432	0.3069668051
433	0.3069309409
434	0.3069031547
435	0.3068835111
436	0.3068681337
437	0.3068430817
438	0.3068242477
439	0.3067919717
440	0.306767085
441	0.3067442622
442	0.3067123632
443	0.3066883796
444	0.3066590254
445	0.3066323768
446	0.3066125764
447	0.3065736365
448	0.3065564563
449	0.3065340248
450	0.306508027
451	0.3064829827
452	0.3064685235
453	0.3064390016
454	0.3064158943
455	0.3063730671
456	0.3063403619
457	0.3063178308
458	0.3062937722
459	0.3062676635
460	0.3062416377
461	0.3062132851
462	0.3061937276
463	0.3061663372
464	0.3061350364
465	0.3061031828
466	0.3060724803
467	0.3060564309
468	0.3060220561
469	0.3059906354
470	0.3059568758
471	0.3059245832
472	0.3058870329
473	0.3058564901
474	0.3058384683
475	0.3058152358
476	0.3057903169
477	0.305755862
478	0.3057291366
479	0.3057186797
480	0.3056963541
481	0.3056798417
482	0.3056652822
483	0.3056406605
484	0.3056177653
485	0.3055978093
486	0.3055773619
487	0.3055419688
488	0.3055290192
489	0.3055040351
490	0.3054771456
491	0.3054543755
492	0.3054305863
493	0.3054003115
494	0.3053661785
495	0.3053411056
496	0.3053104052
497	0.3052858874
498	0.3052646062
499	0.3052383572
500	0.3052164235
501	0.3051890482
502	0.3051704822
503	0.3051477806
504	0.3051166674
505	0.3050877133
506	0.3050687089
507	0.305039853
508	0.3050212399
509	0.3050004251
510	0.3049857145
511	0.3049683124
512	0.304949118
513	0.3049223888
514	0.3048947445
515	0.3048656461
516	0.3048499365
517	0.3048218504
518	0.3047977317
519	0.3047658091
520	0.3047515371
521	0.3047268141
522	0.3046978495
523	0.3046634361
524	0.3046483941
525	0.3046138955
526	0.3045900935
527	0.3045614301
528	0.3045384517
529	0.3045153063
530	0.304490845
531	0.3044575633
532	0.3044378076
533	0.3044179319
534	0.3044069027
535	0.3043890364
536	0.3043711197
537	0.3043400165
538	0.3043219416
539	0.3043063485
540	0.304279748
541	0.3042597391
542	0.3042357739
543	0.3042118124
544	0.304188648
545	0.3041593576
546	0.3041409115
547	0.3041170054
548	0.3040845405
549	0.3040542614
550	0.3040384292
551	0.3040215101
552	0.3039930524
553	0.30396557
554	0.3039435047
555	0.3039235094
556	0.3039046174
557	0.3038867053
558	0.3038616101
559	0.3038415268
560	0.3038191009
561	0.3037807653
562	0.3037549668
563	0.3037275483
564	0.3037125005
565	0.3036893495
566	0.3036657735
567	0.3036496203
568	0.3036262545
569	0.3036026741
570	0.3035815215
571	0.3035569707
572	0.3035384439
573	0.3035227295
574	0.3034965616
575	0.303480766
576	0.3034601793
577	0.3034338481
578	0.3034060819
579	0.3033892402
580	0.3033642786
581	0.3033463493
582	0.3033238502
583	0.3032964193
584	0.30327999
585	0.3032519777
586	0.3032281277
587	0.3032087053
588	0.3031834309
589	0.3031619717
590	0.3031218634
591	0.3030973441
592	0.3030811594
593	0.3030629077
594	0.3030371286
595	0.3030120562
596	0.3029939124
597	0.3029719711
598	0.3029456027
599	0.3029334622
600	0.3029103364
601	0.3028790322
602	0.3028554034
603	0.302824336
604	0.3028087888
605	0.3027761042
606	0.3027527182
607	0.3027301277
608	0.3027042744
609	0.3026821793
610	0.3026566451
611	0.3026321107
612	0.3026160232
613	0.3026011088
614	0.3025732697
615	0.3025516083
616	0.3025306881
617	0.3025060879
618	0.3024865286
619	0.3024558679
620	0.3024361684
621	0.3024076076
622	0.302390454
623	0.3023647804
624	0.302348523
625	0.3023320314
626	0.3023089639
627	0.3022922917
628	0.3022689219
629	0.3022436291
630	0.3022258687
631	0.3022134891
632	0.302186103
633	0.3021720592
634	0.302153449
635	0.3021221956
636	0.3021005398
637	0.3020618768
638	0.302038251
639	0.3020132659
640	0.3019983075
641	0.3019590697
642	0.3019333983
643	0.3019197331
644	0.3019046022
645	0.3018883206
646	0.3018626361
647	0.3018287813
648	0.3018081901
649	0.3017817338
650	0.3017530862
651	0.3017229293
652	0.3017100876
653	0.3016967847
654	0.3016850249
655	0.3016672994
656	0.3016381622
657	0.3016156223
658	0.301595135
659	0.301572458
660	0.3015554595
661	0.301532502
662	0.3015198809
663	0.3015038067
664	0.3014874193
665	0.3014715143
666	0.3014480319
667	0.3014225152
668	0.3014058985
669	0.3013919478
670	0.3013718232
671	0.301344176
672	0.3013198841
673	0.3013057295
674	0.3012804676
675	0.3012632089
676	0.3012406919
677	0.3012222843
678	0.3011911668
679	0.3011759047
680	0.3011545863
681	0.3011275748
682	0.3011020785
683	0.3010824213
684	0.3010656523
685	0.3010467312
686	0.3010282874
687	0.3010114614
688	0.3009936092
689	0.3009782198
690	0.300962734
691	0.3009417328
692	0.3009237266
693	0.3008972291
694	0.3008727528
695	0.3008565758
696	0.300833208
697	0.300817534
698	0.300796239
699	0.3007858244
700	0.3007607998
701	0.3007450701
702	0.3007222439
703	0.3007045419
704	0.3006905917
705	0.3006777121
706	0.3006606134
707	0.3006404107
708	0.300625572
709	0.3005957671
710	0.3005631908
711	0.3005429448
712	0.3005130064
713	0.3004844279
714	0.3004543473
715	0.3004303601
716	0.3004083544
717	0.3003847406
718	0.3003573783
719	0.3003429543
720	0.3003177212
721	0.3002925104
722	0.3002764874
723	0.3002516749
724	0.3002287486
725	0.3002171031
726	0.3001914544
727	0.3001742209
728	0.3001542196
729	0.3001297188
730	0.3001155048
731	0.3001015603
732	0.3000797662
733	0.3000536908
734	0.3000348308
735	0.3000196985
736	0.3000050543
737	0.299984256
738	0.2999665673
739	0.2999384259
740	0.2999164374
741	0.2998875913
742	0.2998612905
743	0.2998405744
744	0.299825318
745	0.299803458
746	0.2997876633
747	0.299766496
748	0.2997490809
749	0.2997228757
750	0.2997038367
751	0.2996830145
752	0.2996715805
753	0.2996528711
754	0.2996322699
755	0.2996083452
756	0.2995956686
757	0.2995745952
758	0.2995534982
759	0.2995241917
760	0.2995042836
761	0.2994893437
762	0.2994721321
763	0.2994542416
764	0.2994335211
765	0.2994045737
766	0.2993873901
767	0.2993724748
768	0.2993581729
769	0.2993325964
770	0.2993052684
771	0.2992915817
772	0.2992699285
773	0.2992576541
774	0.2992419853
775	0.2992210042
776	0.299200221
777	0.2991864573
778	0.2991703239
779	0.2991466731
780	0.2991273934
781	0.2991141827
782	0.2990948437
783	0.2990735495
784	0.2990508694
785	0.2990403999
786	0.2990162906
787	0.2989938712
788	0.2989686214
789	0.2989503501
790	0.2989343242
791	0.298917473
792	0.2989057674
793	0.2988883462
794	0.2988669925
795	0.2988477803
796	0.2988169602
797	0.2987940406
798	0.2987649577
799	0.2987396872
800	0.2987183241
801	0.2987007675
802	0.2986803356
803	0.2986641016
804	0.2986410229
805	0.2986190015
806	0.298601364
807	0.2985830976
808	0.2985606852
809	0.2985420266
810	0.2985179694
811	0.2985005909
812	0.2984736627
813	0.2984545056
814	0.2984288806
815	0.2984093348
816	0.2983854216
817	0.2983660814
818	0.2983416787
819	0.2983268031
820	0.2983022317
821	0.298288014
822	0.2982711354
823	0.2982575097
824	0.2982445927
825	0.2982298502
826	0.2982151288
827	0.2981883192
828	0.2981688136
829	0.2981552228
830	0.298128659
831	0.2981135149
832	0.2980912263
833	0.2980696222
834	0.2980507396
835	0.298016188
836	0.2979915563
837	0.2979749779
838	0.297945038
839	0.2979288081
840	0.2979114382
841	0.2978849759
842	0.2978626317
843	0.2978377757
844	0.2978149872
845	0.2977962447
846	0.2977752354
847	0.2977524805
848	0.2977294672
849	0.2977139874
850	0.2976870443
851	0.2976609697
852	0.29762907
853	0.2976039704
854	0.2975822669
855	0.2975661556
856	0.2975351836
857	0.2975223408
858	0.297509235
859	0.2974842883
860	0.2974638473
861	0.2974362213
862	0.2974194929
863	0.2974020444
864	0.2973732587
865	0.2973548071
866	0.2973252344
867	0.2972994323
868	0.2972809464
869	0.2972604844
870	0.2972395554
871	0.2972157256
872	0.2971984219
873	0.2971845174
874	0.2971559877
875	0.2971398187
876	0.2971266022
877	0.2971025193
878	0.2970883668
879	0.297066076
880	0.297041506
881	0.2970244584
882	0.2970008872
883	0.2969850735
884	0.2969653452
885	0.2969407856
886	0.2969122425
887	0.2968945389
888	0.2968796405
889	0.2968637373
890	0.2968404184
891	0.2968197708
892	0.2968046478
893	0.2967853791
894	0.2967690096
895	0.2967437038
896	0.2967265796
897	0.2967061399
898	0.2966927493
899	0.296671185
900	0.2966418305
901	0.2966219014
902	0.2965981003
903	0.2965773551
904	0.2965597783
905	0.2965308021
906	0.296504284
907	0.2964914002
908	0.2964737077
909	0.2964435628
910	0.2964286927
911	0.2964143785
912	0.296386805
913	0.2963630285
914	0.2963385534
915	0.2963196303
916	0.296297636
917	0.2962732052
918	0.2962509567
919	0.2962405617
920	0.296226969
921	0.2962075756
922	0.2961906932
923	0.2961784874
924	0.2961604821
925	0.2961445736
926	0.296127032
927	0.2961034703
928	0.2960795975
929	0.2960595944
930	0.2960497759
931	0.2960303233
932	0.2960102381
933	0.2959945207
934	0.2959722804
935	0.2959438312
936	0.2959226167
937	0.2959079485
938	0.2958790537
939	0.2958575286
940	0.2958390122
941	0.2958208666
942	0.2957970147
943	0.2957719012
944	0.2957574304
945	0.2957386154
946	0.2957241496
947	0.2956989467
948	0.2956832158
949	0.29566663
950	0.2956376679
951	0.2956072666
952	0.2955847719
953	0.2955613957
954	0.2955475646
955	0.2955264762
956	0.2955143657
957	0.2954888188
958	0.2954643887
959	0.2954474627
960	0.2954262569
961	0.2953972004
962	0.295370763
963	0.2953542123
964	0.2953282582
965	0.2953142746
966	0.2952977046
967	0.2952743242
968	0.2952484476
969	0.295233751
970	0.2952191905
971	0.2951952449
972	0.2951856829
973	0.2951689905
974	0.295144643
975	0.2951315191
976	0.2951188853
977	0.2950937487
978	0.2950675273
979	0.2950508765
980	0.2950258439
981	0.2950038422
982	0.2949904522
983	0.2949713661
984	0.2949585821
985	0.2949427261
986	0.2949163867
987	0.294901937
988	0.2948815141
989	0.294862797
990	0.2948544977
991	0.2948363695
992	0.2948177145
993	0.2947987952
994	0.2947763698
995	0.2947554035
996	0.2947466536
997	0.294733573
998	0.2947141441
999	0.2946942649
